site_id,site_name,latitude,longitude,elevation_m,state,temp_bias_c,temp_mae_c,temp_rmse_c,temp_corr,temp_n_days,prec_bias_mm,prec_mae_mm,prec_total_bias_pct,prec_cw3e_total_mm,prec_snotel_total_mm,prec_n_days,bias_category
306:ID:SNTL,Atlanta Summit,43.7569,-115.23907,2310.384,ID,0.27564733002068414,1.146291364664834,1.432834792275139,0.9887437793111855,363.0,-0.6329272657534246,2.044087221917808,-21.300268491028778,853.561548,1084.58,365.0,PRECIP_BIAS_ONLY
307:MT:SNTL,Badger Pass,48.13088,-113.02317,2103.12,MT,-0.4113337843344522,1.5910566094372096,2.153655794092689,0.9729103129364414,365.0,-1.4180910575342465,2.2064330410958903,-49.94627489578508,518.716764,1036.32,365.0,PRECIP_BIAS_ONLY
308:AZ:SNTL,Baker Butte,34.45654,-111.40651,2244.2424,AZ,0.9866810509020373,1.273047614919886,1.5474363591013682,0.9894860537462489,364.0,-0.30345477260273973,1.3496857424657533,-13.66980870337916,699.499008,810.26,365.0,PRECIP_BIAS_ONLY
309:WY:SNTL,Bald Mtn.,44.8007,-107.84442,2859.0240000000003,WY,0.17113422232879,1.4704608499086786,1.8317302231212298,0.9827729799632539,365.0,-1.5520218849315068,1.7846857753424656,-82.90957878406464,116.77201199999999,683.26,365.0,PRECIP_BIAS_ONLY
310:AZ:SNTL,Baldy,33.97845,-109.50357,2810.5608,AZ,0.7380832829453852,1.2736517823232412,1.5614762597481269,0.9831383652039744,363.0,-0.2423962849315068,1.363607704109589,-14.885699576014538,505.885356,594.36,365.0,PRECIP_BIAS_ONLY
311:MT:SNTL,Banfield Mountain,48.5712,-115.44573,1706.88,MT,-1.170851616358425,1.6857614697009007,2.042384895682162,0.9829484269759896,365.0,-0.46979925479452056,1.4148694794520544,-22.134597650703487,603.223272,774.6999999999998,365.0,BOTH_BIASES
312:ID:SNTL,Banner Summit,44.30342,-115.23447,2145.792,ID,0.32697131294408677,1.267773529448634,1.5794979507736595,0.9854540324961658,365.0,-0.3301730849315067,2.2854398465753425,-11.11150638957015,964.066824,1084.58,365.0,PRECIP_BIAS_ONLY
313:MT:SNTL,Barker Lakes,46.09713,-113.13038,2514.6,MT,-0.6862905002282877,1.7088385730730533,2.182664225036733,0.9724861992480988,365.0,-0.6623322958904109,1.529850301369863,-30.11951659523573,560.8887119999999,802.64,365.0,PRECIP_BIAS_ONLY
314:WY:SNTL,Base Camp,43.94019,-110.44544,2151.888,WY,0.2697370798386211,1.4349106823614954,1.8090368702412878,0.9829053014708017,364.0,-0.32458079999999995,1.3656816657534248,-15.547505511811025,643.528008,762.0,365.0,PRECIP_BIAS_ONLY
315:MT:SNTL,Basin Creek,45.79737,-112.52047,2188.464,MT,-0.7300564264976943,1.5186142738082107,1.9458510829966145,0.9823585492012613,365.0,-0.7374235287671232,1.2393726794520548,-50.22196290629548,266.780412,535.94,365.0,PRECIP_BIAS_ONLY
316:NM:SNTL,Bateman,36.51174,-106.31543,2819.0952,NM,1.2633519637202608,1.527128520730326,1.8788099284296809,0.9863194238400681,364.0,-1.1797842739726025,1.3295519671232876,-74.357863655201,148.49874,579.1199999999999,365.0,BOTH_BIASES
317:WY:SNTL,Battle Mountain,41.05402,-107.26674,2285.3904,WY,0.5647049689871122,1.9710583388885001,2.735049885940646,0.9586133845705466,355.0,-0.4114272,1.558232832876712,-24.94616565334396,451.80907199999996,601.9799999999999,365.0,PRECIP_BIAS_ONLY
318:MT:SNTL,Beagle Springs,44.47147,-112.98191,2697.48,MT,-0.596957187385822,1.5319796602922326,1.9809978088168811,0.9799043899571482,365.0,-0.5920680219178082,0.9434774904109589,-43.40849027800095,281.73517200000003,497.8399999999999,365.0,PRECIP_BIAS_ONLY
319:ID:SNTL,Bear Basin,44.95222,-116.14293,1630.68,ID,0.18784884653769357,1.3859521442637017,1.7172859873834014,0.9830686639183429,365.0,-0.40523263561643824,1.8992117698630135,-15.653830327660643,796.970088,944.8799999999999,365.0,PRECIP_BIAS_ONLY
320:ID:SNTL,Bear Canyon,43.74367,-113.93797,2407.92,ID,1.485974948087922,1.9294443354874553,2.43740555563023,0.9800631789930544,365.0,-0.19593721643835613,1.2891172712328767,-11.445663529863621,553.3229160000001,624.8399999999999,365.0,BOTH_BIASES
321:NV:SNTL,Bear Creek,41.83384,-115.45278,2450.592,NV,-0.5481505065479229,1.528743506324196,1.9094630498334861,0.9810942918813139,365.0,-0.6326098191780821,1.4035811726027394,-30.30217637795275,531.097416,761.9999999999999,365.0,PRECIP_BIAS_ONLY
322:CO:SNTL,Bear Lake,40.31176,-105.6467,2902.3056,CO,0.2966292697923721,1.4173330475710413,1.81055313904642,0.9798281673104893,305.0,-0.632040405479452,1.908794619178082,-24.68062606983911,704.0252519999999,934.72,365.0,PRECIP_BIAS_ONLY
323:ID:SNTL,Bear Mountain,48.30577,-116.07448,1645.92,ID,-1.2311872445087009,1.6709571428007202,2.0094854622739415,0.9822297012375694,363.0,-0.8978083616438355,3.0646907945205477,-17.179196871363114,1579.8399479999998,1907.5399999999997,365.0,BOTH_BIASES
324:ID:SNTL,Bear Saddle,44.60533,-116.98097,1883.664,ID,-0.01564170452509161,1.2638953772488573,1.6172592529640344,0.9851427644573328,365.0,-0.2533019616438355,1.5504729643835617,-11.934325029043496,682.244784,774.6999999999999,365.0,PRECIP_BIAS_ONLY
325:WY:SNTL,Bear Trap Meadow,43.88743,-107.06135,2499.36,WY,0.28498641619751125,1.522168893389273,1.9197846805751522,0.9821783622382764,365.0,-0.7440919013698629,1.222896920547945,-55.98250896648391,213.54645599999998,485.14000000000004,365.0,PRECIP_BIAS_ONLY
326:WY:SNTL,Beartooth Lake,44.94307,-109.56743,2852.9280000000003,WY,-0.018279957579886194,1.3423459314817348,1.7112497871661032,0.9832058997913987,365.0,-1.6971571835616437,2.1601892712328765,-79.18273494222314,162.857628,782.3199999999999,365.0,PRECIP_BIAS_ONLY
327:CO:SNTL,Beartown,37.71433,-107.5124,3535.6800000000003,CO,1.132571943262306,1.6189931380985185,1.9626065031058186,0.9772202859236622,346.0,-0.6198000438356164,2.0628389698630136,-25.0184703176148,678.012984,904.24,365.0,BOTH_BIASES
1041:CO:SNTL,Beaver Ck Village,39.59871,-106.51113,2610.612,CO,0.2241962651041894,1.0121261553645893,1.1873212685416417,0.9466741542968852,48.0,,,,,,,LOW_BIAS
328:MT:SNTL,Beaver Creek,44.94966,-111.35852,2392.6800000000003,MT,0.6204918552180589,1.5082675564189554,1.842482433209578,0.9834000909765022,365.0,-1.5496959342465753,1.8782558465753423,-80.39441371272633,137.94098400000001,703.5799999999999,365.0,PRECIP_BIAS_ONLY
329:UT:SNTL,Beaver Dams,39.13683,-111.55813,2435.3520000000003,UT,,,,,,-0.25627597808219166,1.3277236273972604,-14.44198425196848,554.1592680000001,647.6999999999999,365.0,PRECIP_BIAS_ONLY
330:UT:SNTL,Beaver Divide,40.61233,-111.09782,2523.744,UT,0.4900335762991094,1.3315949712397328,1.6713111130793243,0.9846507664827144,365.0,-0.07544947945205474,1.3278699726027396,-4.861950496098312,538.88094,566.4200000000001,365.0,LOW_BIAS
902:AZ:SNTL,Beaver Head,33.69115,-109.21685,2461.5648,AZ,1.1210208955952603,1.4957583913438777,1.786806022919169,0.9834068287110532,364.0,-0.34515157260273976,1.2272915835616438,-26.382208912715686,351.539676,477.5199999999999,365.0,BOTH_BIASES
990:WA:SNTL,Beaver Pass,48.8793,-121.2555,1106.424,WA,-0.6717363234052282,1.4199996822910876,1.698893527028992,0.9815533110761684,365.0,0.7614770410958905,2.7723819835616443,17.93850006454113,1827.33912,1549.3999999999999,365.0,PRECIP_BIAS_ONLY
331:OR:SNTL,Beaver Reservoir,45.14532,-118.219,1569.72,OR,0.6927471808525278,1.3317665303003647,1.7093255447587878,0.9779861382772731,326.0,-0.27101751232876703,1.4708132602739727,-14.979011508176859,561.478608,660.4,365.0,PRECIP_BIAS_ONLY
332:UT:SNTL,Ben Lomond Peak,41.37603,-111.94405,2343.6072,UT,-0.6361880162191557,1.6227302394314993,1.9868758368576023,0.9814099389759746,365.0,-0.5245841534246574,2.038724953424657,-19.084343267218177,811.8267840000001,1003.3000000000001,365.0,PRECIP_BIAS_ONLY
333:UT:SNTL,Ben Lomond Trail,41.38291,-111.92103,1820.2656000000002,UT,,,,,,-0.02317706301369851,1.854503397260274,-1.144523094406992,730.680372,739.1399999999999,365.0,LOW_BIAS
334:NV:SNTL,Berry Creek,39.31917,-114.62278,2858.1096000000002,NV,-0.8957466307065983,1.3507433810285279,1.6982593901411847,0.9862554694430584,365.0,-0.5260297863013698,1.3443969972602738,-32.1663380800804,404.899128,596.8999999999999,365.0,PRECIP_BIAS_ONLY
335:CO:SNTL,Berthoud Summit,39.80364,-105.77786,3448.5072,CO,-0.6788098977214385,1.3242606339817276,1.702703393046932,0.9829060502463269,365.0,-1.1119986739726024,2.508819079452055,-36.98960301837269,691.400484,1097.2799999999997,365.0,PRECIP_BIAS_ONLY
336:NV:SNTL,Big Bend,41.76168,-115.6931,2102.5104,NV,-0.6117181118013474,1.5782140402853824,1.9292815219588013,0.9804808246171786,365.0,-0.3331865205479452,0.7586229698630137,-30.88978409956818,272.08692,393.69999999999993,365.0,PRECIP_BIAS_ONLY
337:NV:SNTL,Big Creek Sum,39.29148,-117.11506,2647.188,NV,-0.26165990168724806,1.3114344125206017,1.7067811836994853,0.9814201713610388,364.0,-0.8100377205479452,1.3510184767123288,-49.95839410631612,296.156232,591.82,365.0,PRECIP_BIAS_ONLY
338:ID:SNTL,Big Creek Summit,44.62621,-115.79561,1999.488,ID,-0.38771666087783113,1.2270012773162056,1.5845146185019703,0.9866895723448802,365.0,-0.5788605808219178,2.420050126027397,-16.15198471064902,1096.815888,1308.1,365.0,PRECIP_BIAS_ONLY
339:UT:SNTL,Big Flat,38.30183,-112.35672,3154.3752,UT,1.212139952986522,1.5638429503538318,1.9208636615938073,0.9844432551425174,358.0,-0.39880676164383555,1.6629058520547946,-19.96823890916075,583.415532,728.98,365.0,BOTH_BIASES
931:WY:SNTL,Big Goose,44.57924,-107.20068,2435.3520000000003,WY,-0.1499091231061417,1.6924380200719173,2.145452104399003,0.9723754211704446,365.0,-1.076364405479452,1.6012310575342463,-55.04427494605878,320.866992,713.7399999999999,365.0,PRECIP_BIAS_ONLY
340:NV:SNTL,Big Meadow,39.455,-119.9422,2510.0280000000002,NV,1.3377089102112099,1.6590940961198766,2.0512173852045184,0.9805499521125646,365.0,-0.5794269260273972,1.2307839232876712,-27.66249352551861,553.049172,764.54,365.0,BOTH_BIASES
341:OR:SNTL,Big Red Mountain,42.05257,-122.85487,1844.0400000000002,OR,0.21435685948404062,1.1967305236621029,1.4797706025372976,0.9830241467408314,365.0,-0.615593523287671,2.082994093150685,-17.345347846225103,1070.708364,1295.4,365.0,PRECIP_BIAS_ONLY
342:WY:SNTL,Big Sandy Opening,42.6458,-109.25965,2767.5840000000003,WY,-0.6002343386403879,1.4034993711175743,1.8437164642075905,0.9837886339889932,365.0,-0.3283536328767123,1.2572074849315067,-23.830644237652105,383.070924,502.91999999999996,365.0,PRECIP_BIAS_ONLY
343:OR:SNTL,Bigelow Camp,42.07875,-123.34393,1563.624,OR,0.5021447929924466,1.1712972999736042,1.444529811470317,0.9826725292353511,363.0,-0.5876940602739724,2.520191791780822,-12.58600584390438,1489.831668,1704.34,365.0,PRECIP_BIAS_ONLY
344:OR:SNTL,Billie Creek Divide,42.40717,-122.26617,1609.344,OR,1.3733895016872482,1.737021153414211,2.227031244533856,0.9757996983731175,304.0,-0.15084779178082175,2.2239757698630136,-4.722646286861201,1110.800556,1165.86,365.0,TEMP_BIAS_ONLY
345:CO:SNTL,Bison Lake,39.76458,-107.35628,3341.8272,CO,0.19247248422621296,1.373027471778848,1.7094581258463735,0.9821094216800745,364.0,-0.5734130739726025,2.387055835616438,-19.951552115307617,839.724228,1049.02,365.0,PRECIP_BIAS_ONLY
346:MT:SNTL,Bisson Creek,47.68389,-113.99901,1499.616,MT,0.13067585149888106,1.2348899221426948,1.6440861453827085,0.9859262760604062,365.0,-0.07788415342465749,1.4045966136986303,-4.207524125273786,647.2122840000001,675.6399999999999,365.0,LOW_BIAS
347:MT:SNTL,Black Bear,44.50832,-111.12803,2490.2160000000003,MT,-0.5736575243766894,1.4250371704931433,1.7953995542914023,0.985232686043715,365.0,-1.0265248986301367,2.2656002301369864,-31.655029231861036,808.958412,1183.6399999999999,365.0,PRECIP_BIAS_ONLY
348:UT:SNTL,Black Flat-U.M. Ck,38.6799,-111.59765,2869.3872,UT,,,,,,-0.09791518904109585,1.2328190356164384,-8.476198652879228,385.900956,421.64,365.0,LOW_BIAS
349:MT:SNTL,Black Pine,46.414,-113.43095,2197.608,MT,-0.4769010113355939,1.6322192379109541,2.160783937709393,0.9733918113569894,365.0,-0.5537009643835616,1.243011802739726,-32.60953465857752,417.65914799999996,619.76,365.0,PRECIP_BIAS_ONLY
350:WY:SNTL,Blackwater,44.37667,-109.79333,2980.944,WY,-0.6762988604942696,1.504960584597026,1.9543269696368661,0.9805794475359947,365.0,-1.8617807123287666,2.1308718465753422,-79.1536551274286,178.97003999999998,858.52,365.0,PRECIP_BIAS_ONLY
351:OR:SNTL,Blazed Alder,45.4287,-121.85605,1112.52,OR,0.23681044780712135,1.3820944214212996,1.7666286357060719,0.9675308554703098,270.0,-0.43912680547945177,3.6153356164383563,-6.108699682142834,2463.538716,2623.82,365.0,LOW_BIAS
352:WA:SNTL,Blewett Pass,47.35037,-120.6796,1292.352,WA,0.09178900667582143,1.0875178765022844,1.3686090380185607,0.9855794840855396,365.0,-0.13100408767123273,1.3702175452054797,-6.582304388524866,678.6235079999999,726.4399999999999,365.0,LOW_BIAS
353:WY:SNTL,Blind Bull Sum,42.964,-110.60973,2636.52,WY,-0.32819668069938207,1.3687392133825522,1.7347962669856356,0.9840552840267479,364.0,-0.03006728767123282,1.309982706849315,-1.72827716535433,624.02544,635.0,365.0,LOW_BIAS
354:SD:SNTL,Blind Park,44.10772,-103.97688,2100.072,SD,-0.017510937525091343,1.577801329730595,2.088839477811079,0.9772029398893082,365.0,-0.8349509808219179,1.4158385863013698,-50.41307285118772,299.76289199999997,604.52,365.0,PRECIP_BIAS_ONLY
355:MT:SNTL,Bloody Dick,45.16507,-113.50099,2316.48,MT,0.28223030120778503,1.369203331643839,1.7353857341600072,0.9826056083324659,365.0,-1.1607145205479452,1.4668678356164382,-70.97684704305578,173.23919999999998,596.9000000000001,365.0,PRECIP_BIAS_ONLY
356:CA:SNTL,Blue Lakes,38.608,-119.92437,2458.8216,CA,1.514192699994315,1.7140436794828942,2.0385061043650228,0.9840012849795078,365.0,0.130236482191781,1.9419320438356165,4.774256387594414,1043.216316,995.68,365.0,TEMP_BIAS_ONLY
357:OR:SNTL,Blue Mountain Spring,44.24767,-118.51722,1789.1760000000002,OR,1.0206841989595006,1.400625263066632,1.78365451711881,0.9847682874090531,364.0,0.00982952328767133,1.5165553095890412,0.43461853422169305,829.087776,825.4999999999999,365.0,TEMP_BIAS_ONLY
978:ID:SNTL,Bogus Basin,43.76377,-116.09685,1932.432,ID,-0.9246367063983795,1.5956439341655158,1.9510445399116463,0.9821488358894362,365.0,-0.39563779726027387,1.339814104109589,-20.82544431946006,549.012204,693.42,365.0,PRECIP_BIAS_ONLY
358:WY:SNTL,Bone Springs Div,44.67888,-107.5811,2849.88,WY,0.30495218675344765,1.4333025025684971,1.785950579258002,0.9835620940527106,365.0,-1.6402290191780817,1.8266180602739726,-82.99373294887434,122.67640800000001,721.3599999999999,365.0,PRECIP_BIAS_ONLY
359:ID:SNTL,Bostetter R.S.,42.16442,-114.19272,2286.0,ID,0.2965908721611948,1.3375570457898387,1.7207922811874932,0.9839296971032696,364.0,-0.29136961095890407,1.1710681534246576,-20.033513167313405,424.510092,530.8599999999999,365.0,PRECIP_BIAS_ONLY
360:MT:SNTL,Boulder Mountain,46.5596,-111.28973,2423.1600000000003,MT,0.5566748736495659,1.8683534122431564,2.364273316451737,0.9715479730451881,365.0,-1.555258717808219,2.179706038356164,-62.602773770925694,339.110568,906.7799999999999,365.0,PRECIP_BIAS_ONLY
361:OR:SNTL,Bourne,44.83052,-118.18787,1783.0800000000002,OR,-0.9797149105883471,1.3869665802357931,1.6715852926118073,0.986856769267694,364.0,-0.2542533041095891,1.5033203287671233,-12.686250000000001,638.717544,731.52,365.0,PRECIP_BIAS_ONLY
362:OR:SNTL,Bowman Springs,45.36428,-118.46715,1380.7440000000001,OR,0.0815038177575775,1.261211598600046,1.5460841794736546,0.9822327892652856,364.0,-0.1720695342465753,1.1359425424657532,-10.657986016834087,526.4746200000001,589.28,365.0,PRECIP_BIAS_ONLY
363:MT:SNTL,Box Canyon,45.2719,-110.24903,2033.016,MT,-0.22140909240637016,1.5785397934794505,1.9635636677408546,0.9795747670067491,365.0,-1.1105301369863012,1.4433486356164382,-75.99240719910011,128.0565,533.4,365.0,PRECIP_BIAS_ONLY
364:UT:SNTL,Box Creek,38.50809,-112.01856,3003.1944000000003,UT,,,,,,-0.5103711671232877,1.4702218630136987,-31.208824928798766,410.6145240000001,596.8999999999999,365.0,PRECIP_BIAS_ONLY
365:MT:SNTL,Brackett Creek,45.89107,-110.93851,2231.136,MT,-0.5133404021917582,1.7522360671917758,2.279319189325867,0.96988428961374,365.0,-1.4406015232876714,2.3093501041095887,-52.810095211312856,469.86044400000003,995.6799999999998,365.0,PRECIP_BIAS_ONLY
366:UT:SNTL,Brighton,40.59936,-111.58167,2671.8768,UT,,,,,,-0.2781831780821917,1.475890684931507,-12.453315181396711,713.80314,815.3399999999999,365.0,PRECIP_BIAS_ONLY
367:WY:SNTL,Brooklyn Lake,41.36038,-106.23038,3124.2000000000003,WY,0.5209933741081492,1.4728170718744333,1.8555885557827951,0.980608371699815,363.0,-2.059754575342466,2.389065326027397,-85.29923755928203,129.56958,881.3799999999999,365.0,PRECIP_BIAS_ONLY
368:UT:SNTL,Brown Duck,40.58102,-110.58587,3222.9552000000003,UT,0.8435740428159567,1.9509697944986335,2.477940216467789,0.9732604383319639,364.0,-0.5560030904109589,1.326496789041096,-26.811436875759647,553.978872,756.92,365.0,PRECIP_BIAS_ONLY
369:CO:SNTL,Brumley,39.08758,-106.54231,3229.0512000000003,CO,1.3370304757326237,1.7909704809088978,2.119201614524811,0.9803812141894588,364.0,0.13344312328767122,1.5389856328767122,9.263711057856892,574.4867399999999,525.78,365.0,TEMP_BIAS_ONLY
370:ID:SNTL,Brundage Reservoir,45.04315,-116.13253,1905.0,ID,-0.9440997115878772,1.4478173058230492,1.8022432155854318,0.9858830222173229,365.0,-0.6497808328767122,2.245878542465753,-17.485771034238688,1119.189996,1356.36,365.0,PRECIP_BIAS_ONLY
371:UT:SNTL,Buck Flat,39.134,-111.43722,2867.8632000000002,UT,-0.6001180585524893,1.3147366983241955,1.7023225205986117,0.9813119885945716,365.0,-0.20206389041095882,1.5538753972602741,-10.875183579580632,604.42668,678.18,365.0,PRECIP_BIAS_ONLY
938:CO:SNTL,Buckskin Joe,39.30378,-106.11316,3403.3968,CO,-2.0586136493097302,2.2913255391128504,2.786500957214192,0.9781171522572791,364.0,-0.4866924383561644,1.6907508273972602,-26.693926188615734,487.83726,665.48,365.0,BOTH_BIASES
373:NV:SNTL,Buckskin Lower,41.75067,-117.53182,2112.264,NV,-0.3322938454006625,1.3459870813732833,1.7087870520642674,0.9816627338137949,365.0,-0.6471531616438355,1.3979658520547946,-46.967888332140305,266.709096,502.92,365.0,PRECIP_BIAS_ONLY
913:CO:SNTL,Buffalo Park,40.22838,-106.5962,2819.0952,CO,0.5527907569540057,1.435973988602341,1.827693526424449,0.9813898528406915,364.0,0.14615547397260278,1.4976039561643837,9.41823170085803,619.766748,566.42,365.0,LOW_BIAS
374:UT:SNTL,Bug Lake,41.68541,-111.41987,2434.4376,UT,0.26025760778312756,1.223973010020552,1.5676221255878895,0.9871047916640265,365.0,-0.284019802739726,1.1679494465753424,-17.14868457619268,500.852772,604.52,365.0,PRECIP_BIAS_ONLY
375:WA:SNTL,Bumping Ridge,46.81003,-121.33058,1405.1280000000002,WA,0.35820879953298984,1.199536989397899,1.5036494791960493,0.9806106795050981,364.0,-0.33124535890410944,2.238890816438356,-8.70205098677109,1268.475444,1389.38,365.0,LOW_BIAS
376:WA:SNTL,Bunchgrass Mdw,48.68688,-117.17633,1524.0,WA,0.5823404338436302,1.4821231514417847,1.890009136554294,0.9792991261748836,365.0,-0.6104329315068492,2.272739561643836,-18.274936023622043,996.3919800000001,1219.2,365.0,PRECIP_BIAS_ONLY
377:WY:SNTL,Burgess Junction,44.78765,-107.52917,2401.824,WY,-0.19783493216664438,1.47947594388356,1.8688401665488754,0.9796623535445759,365.0,-1.4429918136986302,1.7574519780821918,-78.54509842519685,143.867988,670.56,365.0,PRECIP_BIAS_ONLY
942:WA:SNTL,Burnt Mountain,47.0444,-121.94032,1271.016,WA,0.07895789304524771,1.592034421722914,2.0333859123689884,0.9455375762533241,363.0,-0.7227523178082189,2.5512703890410955,-16.279008960086884,1356.715404,1620.52,365.0,PRECIP_BIAS_ONLY
981:MT:SNTL,Burnt Mtn,45.2401,-109.45961,1792.2240000000002,MT,-0.5555124706403887,1.8551186656769354,2.4141444555296583,0.9685169356217148,365.0,-1.0074838246575342,1.5641711890410956,-59.33451594165483,252.02840400000002,619.76,365.0,PRECIP_BIAS_ONLY
378:CO:SNTL,Burro Mountain,39.87504,-107.59902,2839.8216,CO,-0.5421031677812563,1.4435159081757678,2.4440973285217305,0.9640627748445664,357.0,-0.7263212712328767,1.836792482191781,-31.9183298417973,565.4727359999999,830.5799999999999,365.0,PRECIP_BIAS_ONLY
379:WY:SNTL,Burroughs Creek,43.69733,-109.67021,2667.0,WY,0.33718379545550214,1.4148719745787723,1.757536827026486,0.9829350902862986,365.0,-1.4815320986301368,1.900535693150685,-72.41405752852322,206.000784,746.76,365.0,PRECIP_BIAS_ONLY
380:CO:SNTL,Butte,38.89435,-106.95327,3108.96,CO,-7.605160044417713,7.687225971073696,9.60448980283437,0.7286978227452439,234.0,-0.4632731397260274,1.665316515068493,-26.629085984251965,465.905304,635.0,365.0,BOTH_BIASES
381:MT:SNTL,Calvert Creek,45.8838,-113.32553,1959.864,MT,-0.27973042597828784,1.3816324395308175,1.811184379862492,0.981319458316462,365.0,-0.8104864328767123,1.1785780273972601,-68.91570330335927,133.432452,429.26,365.0,PRECIP_BIAS_ONLY
382:ID:SNTL,Camas Creek Divide,43.26548,-115.3453,1740.4080000000001,ID,-0.6627157927339956,1.2410682837819549,1.5798327883597447,0.9876548798939242,365.0,-0.19664280547945195,1.2881875945205479,-13.02199354112995,479.405376,551.1800000000001,365.0,PRECIP_BIAS_ONLY
383:UT:SNTL,Camp Jackson,37.81333,-109.48723,2699.9184,UT,-1.4253976213196127,1.628027740515965,1.974814798129771,0.9877545015399598,365.0,-0.4605901150684931,1.1097221479452053,-26.26474690663666,471.964608,640.0799999999999,365.0,BOTH_BIASES
384:WY:SNTL,Canyon,44.71961,-110.51084,2398.7760000000003,WY,-0.6455702094794292,1.4133103229200847,1.8446724330638866,0.9837445621045227,365.0,-0.8521515726027398,1.4266447890410958,-53.94486870859204,265.544676,576.5799999999999,365.0,PRECIP_BIAS_ONLY
385:MT:SNTL,Carrot Basin,44.96192,-111.29403,2743.2000000000003,MT,-0.5563636076209821,1.4225116286826425,1.8383810885956302,0.9831168385973758,365.0,-2.20341661369863,2.3356298739726027,-84.88812395769563,143.172936,947.42,365.0,PRECIP_BIAS_ONLY
386:CO:SNTL,Cascade,37.65083,-107.80602,2706.6240000000003,CO,-0.3996913800524888,1.1555483915525078,1.4826373385190228,0.9837846591307666,365.0,-0.3736189041095889,1.9123549260273973,-18.016553929081002,620.5491,756.9199999999998,365.0,PRECIP_BIAS_ONLY
387:CO:SNTL,Cascade #2,37.65751,-107.80287,2746.8576000000003,CO,-0.11840385017674519,1.143438249111569,1.4555279503829244,0.9832032627150472,363.0,-0.04742904109589027,1.793211923287671,-2.6519807592144367,635.4684,652.78,365.0,LOW_BIAS
1039:UT:SNTL,Cascade Mountain,40.283,-111.60992,2369.5152000000003,UT,0.16041817866261798,1.449916055460969,1.861772464949549,0.9807076456639509,348.0,-0.5722405386819484,1.4277888710601718,-27.98105024238518,514.028052,713.74,349.0,PRECIP_BIAS_ONLY
388:OR:SNTL,Cascade Summit,43.59042,-122.0601,1554.48,OR,-0.27666877780020593,1.0577965820125534,1.325269119211144,0.9836703004950382,365.0,-0.024975298630136863,2.013766794520548,-0.7177940157480335,1260.884016,1270.0,365.0,LOW_BIAS
389:WY:SNTL,Casper Mtn.,42.73362,-106.31789,2414.016,WY,1.2644597141221692,1.8550316930034363,2.318463136733494,0.9822999777668256,365.0,-0.8106953534246575,1.4625825205479452,-47.55002474690663,326.39619600000003,622.3,365.0,BOTH_BIASES
