site_id,site_name,state,latitude,longitude,elevation_m,temp_bias_c,prec_total_bias_pct
490:ID:SNTL,Galena Summit,ID,43.87497,-114.71363,2676.144,-0.8568044448481509,-9.11711770346051
492:ID:SNTL,Garfield R.S.,ID,43.6104,-113.9308,1999.488,0.4552490826678305,3.062842144731899
535:ID:SNTL,Humboldt Gulch,ID,47.53178,-115.77643,1295.4,0.4431390883002509,-7.297060626042448
537:ID:SNTL,Hyndman,ID,43.71077,-114.15894,2322.576,0.1871269379372372,-7.455510814312783
1016:ID:SNTL,Long Valley,ID,44.78835,-116.08878,1490.472,-0.7653463064813312,-7.0917569531276134
2029:ID:SNTL,Reynolds Creek,ID,43.28863,-116.8431,1706.88,-0.1026405894467759,
735:ID:SNTL,Savage Pass,ID,46.46633,-114.63333,1886.712,-0.4589875918983793,-9.340769861394431
1038:ID:SNTL,Schweitzer Saddle,ID,48.37431,-116.63926,1862.328,-0.1912888834019921,
752:ID:SNTL,Sherwin,ID,46.95028,-116.33972,975.36,0.3101236687009355,-4.061816678992471
926:ID:SNTL,Smiley Mountain,ID,43.72718,-113.83402,2901.6960000000004,-0.5004870784279551,-9.944818162321148
769:ID:SNTL,Soldier R.S.,ID,43.48407,-114.82692,1749.552,-0.3774866974406196,-0.8798097409769242
830:ID:SNTL,Trinity Mtn.,ID,43.62903,-115.43818,2368.2960000000003,-0.4114837914337674,-9.944783078585752
346:MT:SNTL,Bisson Creek,MT,47.68389,-113.99901,1499.616,0.130675851498881,-4.207524125273786
530:MT:SNTL,Hoodoo Basin,MT,46.9751,-115.0349,1844.04,-0.497640235554772,-4.938058847907144
715:NM:SNTL,Red River Pass #2,NM,36.69935,-105.34145,3003.804,,-9.929312137869562
351:OR:SNTL,Blazed Alder,OR,45.4287,-121.85605,1112.52,0.2368104478071213,-6.108699682142834
388:OR:SNTL,Cascade Summit,OR,43.59042,-122.0601,1554.48,-0.2766687778002059,-0.7177940157480335
406:OR:SNTL,Cold Springs Camp,OR,42.53305,-122.17683,1810.512,0.9337278384064156,-9.31176488289281
434:OR:SNTL,Daly Lake,OR,44.52147,-122.08718,1124.712,-0.5356072900022608,-3.801580946724953
442:OR:SNTL,Diamond Lake,OR,43.18787,-122.14003,1609.344,0.2790183957749764,-2.1892746307388444
504:OR:SNTL,Greenpoint,OR,45.62237,-121.70415,1008.888,0.00725439968952,-5.0010633743597745
526:OR:SNTL,Hogg Pass,OR,44.42042,-121.85655,1459.992,-0.3552983707155858,-6.118954589580402
545:OR:SNTL,Irish Taylor,OR,43.80368,-121.94793,1688.592,0.8541408277134928,-9.577746620794876
563:OR:SNTL,Lake Creek R.S.,OR,44.21007,-118.63752,1597.152,0.2113027607566617,5.696097041923811
619:OR:SNTL,Mckenzie,OR,44.2103,-121.87292,1453.8960000000002,0.9911654301130364,-3.1105125501364914
651:OR:SNTL,Mt Hood Test Site,OR,45.32097,-121.7158,1636.776,-0.3367959050764614,-7.335568911276388
655:OR:SNTL,Mud Ridge,OR,45.25362,-121.73673,1240.536,0.0222289283734195,2.8041584468006535
660:OR:SNTL,New Crescent Lake,OR,43.51185,-121.97982,1496.568,-0.0616847027014424,-3.1568424730932305
666:OR:SNTL,North Fork,OR,45.5505,-122.00283,932.688,0.4436142497203421,-8.454448543582407
687:OR:SNTL,Peavine Ridge,OR,45.04148,-121.93252,1042.416,-0.1556950287234384,-7.604183622616779
710:OR:SNTL,Railroad Overpass,OR,43.65887,-122.21272,816.864,0.4330869332360568,0.9199903779848384
719:OR:SNTL,Roaring River,OR,43.90098,-122.03063,1508.76,-0.7298458476682468,-3.7668941070978152
726:OR:SNTL,Saddle Mountain,OR,45.54477,-123.37315,947.928,-0.4284147672262449,-4.387171645917137
729:OR:SNTL,Salt Creek Falls,OR,43.61193,-122.11758,1286.256,0.0105154218967717,-4.863956390066607
733:OR:SNTL,Santiam Jct.,OR,44.43503,-121.94502,1139.952,0.247878020833356,-0.0621505828254983
743:OR:SNTL,Seine Creek,OR,45.52688,-123.29857,627.888,0.2559295472447568,-4.589778921865526
756:OR:SNTL,Silver Creek,OR,42.95615,-121.18123,1749.552,-0.106302253149344,-7.815163422968349
925:OR:SNTL,South Fork Bull Run,OR,45.44575,-122.03125,819.912,-0.4542788480205254,-7.407404289980987
801:OR:SNTL,Summit Lake,OR,43.44907,-122.13808,1709.928,0.7510851340121562,-8.205320162875235
810:OR:SNTL,Taylor Butte,OR,42.69108,-121.42592,1533.144,0.7639466929596582,-5.37008818897636
815:OR:SNTL,Three Creeks Meadow,OR,44.14425,-121.64095,1734.312,-0.1705031534018037,-2.953013822188638
330:UT:SNTL,Beaver Divide,UT,40.61233,-111.09782,2523.744,0.4900335762991094,-4.861950496098312
333:UT:SNTL,Ben Lomond Trail,UT,41.38291,-111.92103,1820.2656,,-1.144523094406992
348:UT:SNTL,Black Flat-U.M. Ck,UT,38.6799,-111.59765,2869.3872,,-8.476198652879228
432:UT:SNTL,Currant Creek,UT,40.35747,-111.08993,2412.492,0.3933165732203417,4.935511811023634
435:UT:SNTL,Daniels-Strawberry,UT,40.2953,-111.25677,2440.8384,,-7.036315789473659
444:UT:SNTL,Dills Camp,UT,39.04554,-111.46875,2812.6944000000003,0.3702428168249166,-8.791593748149877
972:UT:SNTL,Louis Meadow,UT,40.83033,-111.76457,2042.16,,-2.1098217369668784
714:UT:SNTL,Red Pine Ridge,UT,39.45197,-111.27221,2739.5424000000003,,-4.808275041201229
720:UT:SNTL,Rock Creek,UT,40.54875,-110.69292,2403.6528000000003,,8.944523184601932
742:UT:SNTL,Seeley Creek,UT,39.31042,-111.43297,3018.7392,,-0.0666716535433032
763:UT:SNTL,Smith  Morehouse,UT,40.78931,-111.09192,2325.9288,,-3.233435039370073
1013:UT:SNTL,Temple Fork,UT,41.793,-111.54605,2257.3488,-0.1556302674203891,-6.149555541094547
820:UT:SNTL,Timpanogos Divide,UT,40.42817,-111.61633,2481.072,,-7.629437958186254
352:WA:SNTL,Blewett Pass,WA,47.35037,-120.6796,1292.352,0.0917890066758214,-6.582304388524866
375:WA:SNTL,Bumping Ridge,WA,46.81003,-121.33058,1405.1280000000002,0.3582087995329898,-8.70205098677109
418:WA:SNTL,Corral Pass,WA,47.01872,-121.46464,1767.84,0.4716558267594091,-1.1745964566928997
420:WA:SNTL,Cougar Mountain,WA,47.27666,-121.67138,975.36,0.0892271088995657,-9.100322702223677
943:WA:SNTL,Dungeness,WA,47.87224,-123.0788,1222.248,-0.5984223001277399,5.200752755905514
910:WA:SNTL,Elbow Lake,WA,48.69092,-121.90893,926.592,0.8244363168227817,5.029223442878037
502:WA:SNTL,Green Lake,WA,46.54741,-121.17093,1804.416,0.0386170390751143,-6.844055118110227
515:WA:SNTL,Harts Pass,WA,48.72047,-120.6586,1978.152,-0.2676707772294894,-9.295503492038923
553:WA:SNTL,June Lake,WA,46.14778,-122.15413,1048.512,0.2824239764349541,-6.598128570726984
591:WA:SNTL,Lone Pine,WA,46.27143,-121.96288,1197.864,0.0723765456120444,-3.083331792893812
599:WA:SNTL,Lost Horse,WA,46.3575,-121.08095,1560.576,-0.1363031939634476,-6.85594416607013
897:WA:SNTL,Meadows Pass,WA,47.28312,-121.47197,984.504,0.4542138012351415,3.707389861391277
898:WA:SNTL,Mount Gardner,WA,47.35768,-121.56812,890.0160000000001,-0.4935372425972761,-1.5979642090193356
941:WA:SNTL,Mowich,WA,46.92833,-121.95232,963.168,0.1167706065346872,7.050197653864716
672:WA:SNTL,Olallie Meadows,WA,47.37406,-121.44213,1228.344,0.4601949302244699,-9.306446576404912
679:WA:SNTL,Paradise,WA,46.78265,-121.74765,1563.624,-0.2406514785920105,-1.842131044216977
699:WA:SNTL,Pope Ridge,WA,47.9909,-120.56622,1094.232,0.9864404673059586,6.62579550299894
702:WA:SNTL,Potato Hill,WA,46.34963,-121.51435,1374.648,-0.8815869179418963,-1.317975524143795
711:WA:SNTL,Rainy Pass,WA,48.51865,-120.7358,1490.472,0.8756136226682918,0.6359817579363868
911:WA:SNTL,Rex River,WA,47.30218,-121.60475,1161.288,-0.2631696840096728,-4.484506227630634
734:WA:SNTL,Sasse Ridge,WA,47.38485,-121.06323,1322.832,-0.384136239882053,-2.8462159630927175
748:WA:SNTL,Sheep Canyon,WA,46.19325,-122.25393,1216.152,-0.1750037423958105,-7.069578365356895
985:WA:SNTL,Sourdough Gulch,WA,46.23718,-117.39438,1219.2,-0.8788613773367356,-8.871252684323549
776:WA:SNTL,Spencer Meadow,WA,46.1795,-121.92661,1036.3200000000002,0.4399804847671454,-6.440677475490612
984:WA:SNTL,Spruce Springs,WA,46.18287,-117.54155,1737.36,0.2509550827758924,-6.107015463428502
804:WA:SNTL,Surprise Lakes,WA,46.09497,-121.76345,1307.592,0.4788135113870087,-5.949041830708659
899:WA:SNTL,Tinkham Creek,WA,47.33198,-121.46975,911.352,0.6292503561470131,-2.1108097004913264
974:WA:SNTL,Waterhole,WA,47.94485,-123.42594,1527.048,0.91768779884533,-6.922260986158032
909:WA:SNTL,Wells Creek,WA,48.8661,-121.78976,1228.344,-0.8122760566984988,2.879532981281546
353:WY:SNTL,Blind Bull Sum,WY,42.964,-110.60973,2636.52,-0.328196680699382,-1.72827716535433
765:WY:SNTL,Snider Basin,WY,42.4949,-110.53203,2456.688,-0.0363630595901791,-5.952226121191365
831:WY:SNTL,Triple Peak,WY,42.76393,-110.5914,2590.8,-0.4066258938081971,-8.486291090404556
